RUKS vormileib viil600g (6);Leib (keskmiselt);1000
RÖST Klassik.sai 300g viil Leibur;Sai (keskmiselt);1000
Talu peekon ca2kg Wikmani;Suitsusink (sealihast);1000
"Tume Peekon ca2,5kg;Suitsusink (sealihast);1000
Saiakate 300g RLK;Maksapasteet;300
Maasuitsu peekon ca2kg  Wikman;Suitsusink (sealihast);1000
Mintai filee nahata 10kg Hiina  -18c;Kalafilee (keskmiselt);1000
BANAANIlisand jogurtile 2l;Mahlakonsentraat (keskmiselt);2000
MAASIKAlisand jogurtile 2l;Mahlakonsentraat (keskmiselt);2000
VAARIKAlisand jogurtile 2l;Mahlakonsentraat (keskmiselt);2000
"Julienne köögiviljasegu 1,0 Dujardin";Juurviljasegu (külmutatud, keskmiselt);1000
Ruks Hele seemneleib 600g Leibur;Teraleib;600
Chippy maisihelbed sokol.250g;Maisihelbed;250
"Põltsamaa ploominektar 1,0";Ploominektar;1000
Extra Virgin oliivõli 1l Olitalia;Toiduõli;1000
Nordic 5-viljahelbed 600g;Viieviljahelbed;600
"Br.kintsuliha n-ta,k-ta 6x2,0 kg PL  -18c;Broilerifilee;2000
SALVEST Magus-vürtsikas köögiviljasalat 3kg;Aedviljasalat;3000
Puzta (köögivilja) salat 4000/2200g Kreeka;Aedviljasalat;4000
Saare leet juust viil 500g SPT;Juust (keskmise rasvasusega);500
"Adugs küpsis Käbi 2,5kg";Küpsis;2500
"Minu äädikas 30% 1,0";Äädikas;1000
Saare viiner 1.3kg;Viiner;1000
Riivjuust 2kg/pk SLT;Juust (keskmise rasvasusega);2000
"Valio maitseta jog.2,5% 1,0 kile";Jogurt 2,2% (maitsestamata);1000
Külm.lillkapsas 2,5kg-18c;Lillkapsas;2500
HALJAS 7-vilja helveste segu 500g;Seitsmeviljahelbed;500
VESKI MATI 8-Viljahelbed kliidega 3kg;Kaheksaviljahelbed;3000
VESKI MATI Neljaviljahelbed 3kg;Neljaviljahelbed;3000
VESKI MATI Rukkihelbed 3kg;Rukkihelbed;3000
DONNA CHIARA Väikesed teokarbid 500g;Makaronid;500
Jõhvikad 2,5kg(Eesti,külmut.);Jõhvikas;2500
KNORR Kanapuljong Base 1kg;Maitseained (keskmiselt);1000
TARTU MILL Hernes 3kg(kollane,lihvitud,poolitatud);Hernes (kuivatatud);3000
KATI Hernes 1kg(roheline,lihvitud);Hernes (kuivatatud);1000
TARTU MILL Odrakruup 1kg;Odrakruup;1000
TALLEGG Kanapallid kg(jahut.map);Kananagitsad;1000
FELIX Itaalia salatikaste 375g;Ketšup;375
FARMI Piim 3,5% 1l(kile);Piim 3,5 %;1000
Lõhetükid n.-ta, kondita 7,5kg. Norra/real:30.04.2018 ... -18*C;Lõhe/forell;1000
Stl.1049 25.08.17;!!!ÄRA SISESTA ANCsse!!!;1000
BANAAN, Kamerun;Banaan;1000
ÕUN  *Red  Prince * 90/+ Saksamaa.1.kl;Õun;1000
Stl.1069 29.08.17;!!!ÄRA SISESTA ANCsse!!!;1000
ANANASS *Extra Sweet*,Costa Rica;Ananass;1000
VIRSIK Hispaania 1.kl;Aprikoos;1000
MUSTIKAS 150g , Läti;Mustikad;150
INGVER  Hiina;Maitseained (keskmiselt);1000
HAPUKAPSAS porg.1,0 pk.  Eesti;Hapukapsas;1000
TOMAT  Poola , 1.kl ,;Tomat;1000
MUGULSIBUL punane, Egiptus;Sibul;1000
SIDRUN *Eureka*,LAV 1,kl;Sidrun;1000
LAIM  Mehhiko;Sidrun;1000
Stl.1082 31.08.17;!!!ÄRA SISESTA ANCsse!!!;1000
KAPSAS varajane, Eesti;Valge peakapsas;1000
Pikater.riis 7kg Veski Mati;Riis;7000
Rukkihelbed 3kg VM;Rukkihelbed;3000
Seemnete ja kliidega helbed 500g VeskiMati;Kaheksaviljahelbed;500
Sõmer riis 7kg VeskiMati;Riis;7000
"Piknikukurk VIIL mar. 8,2kg Felix";Kurk (konserveeritud);8200
Perenaise sai viilutatud  320g 8;Sai (keskmiselt);1000
Tatar 1kg;Tatratangud;1000
VANAEMA KÖÖK Hakkliha 1kg(sealiha 50%,veiseliha 50%,külmut.);Hakkliha (sea-veise);1000
PÕLTSAMAA Ploominektar 1l;Ploominektar;1000
VÄIKE VÄÄNIK Präänik šokolaadimaitseline 250g;Präänik;250
RATENSO Suitsu searibikont kg(MAP);Searibi;1000
EESTI PAGAR Suur Perenaise sai 500g;Sai (keskmiselt);1000
LEIBUR Suur Kirde sai 500g;Leib (keskmiselt);1000
FAZER Finest Täisteraleib 590g;Teraleib;590
LEIBUR Isa peenleib 350g;Leib (keskmiselt);1000
Hapukapsas;Hapukapsas;1000
Aedtill,petersell;Maitseroheline;1000
Spinatiportsjonid 30g 2,5kg GG -18c;Juurviljasegu (külmutatud, keskmiselt);2500
Punase rabarberi viilud 12/15mm 2,5 -18c;Rabarber;2500
Tomatipasta 28/30% 2200g Itaalia;Tomatipasta 20%;2200
Saare koorene kohuke KAKAO 40g;Kohuke (keskmiselt);1000
"Peen.seguliha(hakkliha)1,0 külm.Oskar";Hakkliha (sea-veise);1000
Piimameister Otto Koorene juust 400g viil;Juust (keskmise rasvasusega);400
Saaremaa Eesti juust 400g viil;Juust (keskmise rasvasusega);400
Tuhksuhkur 500g DAN SUKKER;Suhkur;500
Hakklihamaitseaine ürtidega 1kg;Maitseained (keskmiselt);1000
"TERE või 82,5% 200g";Või 80%;200
Astelpaju 2,5kg-18c;Astelpaju;2500
"Aura Ploominektar 1,0";Ploominektar;1000
"Metsmaasika joogijog,1,0 kile 1,5% Tere";Joogijogurt 2,5%;1000
ELDORADO Kuivatatud ploomid 200g(kivideta);Kuivatatud puuviljad;200
ELDORADO Kuivatatud aprikoosid 200g;Kuivatatud puuviljad;200
ELDORADO Pehmed datlid kivita 200g;Kuivatatud puuviljad;200
GERMUND Rosin sultan 2kg vaakum (seemneteta);Rosinad;2000
NÄKS NÄKS Kuivatatud banaanilaastud 500g;Kuivatatud puuviljad;500
SALLISELTA Tropical mix 400g;Kuivatatud puuviljad;400
SALVEST Marineeritud kurk 4,1kg(viilud);Kurk (konserveeritud);4100
RUF Küpsetuspulber 6x15g;Küpsetuspulber;90
MEIRA Vanillsuhkur 700g (pet purk);Vaniljesuhkur;700
COUNTREE Poolikud aprikoosid suhkruleemes 2,5kg;Virsikukonserv;2500
DUTA/LAPERLA/VASORIENT Ananassitükid kerges siirupis 3,050kg;Ananassi kompott;3050
PAVLIDES Virsikukuubikud suhkruleemes 3,0kg;Virsikukonserv;3000
WURZENER Maisihelbed 5kg;Maisihelbed;5000
VESKI MATI Krõbe marja müsli 2kg;Müsli;2000
VESKI MATI Väike sarveke 3kg;Makaronid;3000
SM Hakklihamaitseaine 630g (pure);Maitseained (keskmiselt);630
PÄHKLINÄPP Kuivatatud aprikoosid 500g;Kuivatatud puuviljad;500
PARAMONGA Pizzakaste 4,2kg;Ketšup;4200
Farmi joogijog.1,0 mustika vaarika väherasvane;Joogijogurt 2,5%;1000
Rosin 200g Sultana;Rosinad;200
Sooda 500g karp;Söögisooda;500
Stl.1111 04.09.17;!!!ÄRA SISESTA ANCsse!!!;1000
SUVIKÕRVITS  roheline Eesti;Suvikõrvits;1000
PIRN *Santa Maria* 1.kl.Itaalia;Pirn;1000
NUIKAPSAS ,Itaalia;Nuikapsas;1000
Stl.1139 07.09.17;!!!ÄRA SISESTA ANCsse!!!;1000
KIRSSTOMAT   250g  Holland1.kl;Tomat;250
VIINAMARI tume *Palieri*,1.kl ,Itaalia;Viinamarjad;1000
VIINAMARI *Victoria*1.kl,Itaalia;Viinamarjad;1000
PAPRIKA kollane,Hispaania 1.kl;Paprika;1000
PAPRIKA punane,Holland 1.kl;Paprika;1000
Stl.1186 13.09.17;!!!ÄRA SISESTA ANCsse!!!;1000
PIRN *Conference* 65+ 2.kl. Holland;Pirn;1000
MELISS potis, Eesti;Maitseroheline;100
Stl.1200 15.09.17;!!!ÄRA SISESTA ANCsse!!!;1000
Marjasegu(maas,tikker musts,kirss)2,5kg -18c BODEX;Marjad (külmutatud);2500
Talukurk viil 4,1kg/2,17kg Salvest;Kurk (konserveeritud);4100
GREENFIELD Rich Camomile ürditee 25x1,5g(fooliumis);Teepuru;38
HERBA Piparmünditee 20x1,5g;Teepuru;30
ISTOK Liivatee 20x1,5g;Teepuru;30
LIPTON Must tee sidrunimaitseline 20x1,7g(püramiid);Teepuru;47
LIPTON Piparmünditee 25x1,6g (fooliumis);Teepuru;40
TEEKANNE Taimetee Detox 20x1,75g;Teepuru;35
URBAN TEAGARDEN Paramaribo virsiku tee 75g;Teepuru;75
FELIX Sweet & Sour kaste ananassiga 500g;Hiina kaste;500
Doktori viiner ca1,5kg (kvaliteetstandard) Läti;Viiner;1000
Kodune hakkliha 500g Lepiku -18c;Hakkliha (sea-veise);500
Tõmmu P/S kuubik 8x8 ca1,5kg Atria;Poolsuitsuvorst;1000
Tõmmu p/s vorst VIIL ca1,5kg Atria;Poolsuitsuvorst;1000
Minu hernes 720ml (klaaspurk);Hernes (konserveeritud);720
TERE Glasuurkohuke vanilli 43g;Kohuke (keskmiselt);1000
KARUMS Glasuurkohuke šokolaadi ja šokol.tükkidega 45g;Kohuke (keskmiselt);1000
PJ Kobartomat kg;Tomat;1000
VESKI MATI Rukkijahu 1kg;Rukkijahu;1000
TERE Glasuurkohuke maasika 43g;Kohuke (keskmiselt);1000
TERE Glasuurkohuke vaarika 43g;Kohuke (keskmiselt);1000
TERE Glasuurkohuke juustukoogimaitseline 43g;Kohuke (keskmiselt);1000
TERE Glasuurkohuke vanilli multipakk 17,5% 7x43g;Kohuke (keskmiselt);7000
KARUMS Glasuurkohuke vanilli 45g;Kohuke (keskmiselt);1000
Pärm Nordic 50g;Pärm;50
Majonees PROVANSAAL 900g;Majonees 40,5%;900
Porgand,hernes 2,5kg-18c;Juurviljasegu (külmutatud, keskmiselt);2500
Stl.22 03.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
ÕUN *Paulared* 65+,2.kl,Poola;Õun;1000
Stl.39 05.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
HIINAKAPSAS ,Poola;Hiinakapsas;1000
Stl.95 10.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
NUIKAPSAS ,Läti;Nuikapsas;1000
TOMAT PLOOM,1.kl ,Hispaania;Tomat;1000
SALAT, Frillis pk ,Eesti,1.kl;Lehtsalat;1000
Stl.113 12.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
KALEV Merekivid rosin suhkrus 200g;Kommid;200
VANAEMA KÖÖK Veisemaksa strogonov 1kg(külmut.);Maks (veise);1000
VITALIA Krõbe müsli troopiliste puuviljadega 375g;Müsli;375
PJ Õun Chempion kg;Õun;1000
PJ Õun Jonagold kg;Õun;1000
Lõhefilee B-trim 1,8+kg. Norra/real: 17.01.18...0*C-+2*C/EE T10 EÜ;Lõhe/forell;1000
Sea abatükk külm.SLPT;Sealiha (keskmiselt);1000
Puhastatud küüslaauk;Küüslauk;1000
"Br.kintsuliha nahaga 2,5kgx4 PL -18c;Broilerifilee;1000
Nisuhelbed 3kg VM;Nisuhelbed;3000
Minu Ploomikompott pool 720 ml;Kompott;720
7-vilja helveste segu 500g;Seitsmeviljahelbed;500
BALTIX Hirss 1kg;Hirsitangud;1000
VESKI MATI Odrahelbed 3kg;Odrahelbed;3000
VESKI MATI Odrahelbed 500g;Odrahelbed;500
BALTIX 7-viljahelbed linaseemnetega 500g;Seitsmeviljahelbed;500
RANNAROOTSI s/k Kodune maasuitsusink kg(ca 1kg);Suitsusink (sealihast);1000
TARTU MILL Filini piccoli 100% durum 500g(niitnuudlid);Makaronid;500
TARTU MILL Tähestiku pasta 100% durum 500g;Makaronid;500
TAPROBAN Peen toidusool Ekstra 1kg;Sool;1000
HALJAS Hernes 1kg(kollane,lihvitud);Hernes (kuivatatud);1000
Lõhefilee C-trim n-ga Norra/real: 24.01.2018 ...0*C- + 4*C/EE T10;Lõhe/forell;1000
Odrahelbed 500gx12;Odrahelbed;500
ALMA hapukoor 20% 1kg kile;Hapukoor 20%;1000
Hollandi juust 900g viil Horeca(4TK);Juust (keskmise rasvasusega);900
Viru keedusink viil ca1,5kg map RLK;Sink (sea, keedu);1000
VM Maisitangud 500g;Maisimanna;500
Adugs küpsis Sakta 3kg;Küpsis;3000
"Odrajahu 1,5kg Veski Mati";Odrajahu;1500
Riivjuust 1kg Estover;Juust (keskmise rasvasusega);1000
Sea küljetükk taine poolik,vaakum Nõo jah.;Sealiha (keskmiselt);1000
"Gef.Mustika hapupiimajook 1,0PP 2,5%Alma";Haps;1000
Ananassiviilud 3000g/1600g Vita Gold;Ananassi kompott;3000
DUE FAGIANI Purustatud tomatid 2,5kg;Tomat;2500
SM Persillade 720g(pure);Maitseained (keskmiselt);720
LOYD Roheline tee apelsin-mandariin 20x1,7g(püramiid);Teepuru;34
TEEKANNE Ingveri-sidruni tee 20x1,75g;Teepuru;35
VICTORIA Valged oad vees 2,5kg(plekkpurk);Oakonserv;2500
RAKVERE Frikadellid 400g(külmut.);Frikadellid;400
PJ Murulauk potis Grüne Fee;Maitseroheline;100
STELLA MARIS Sprotipasteet 240g;Kalakonserv (sardiinid õlis);240
DELICACY Ananassitükid omas mahlas 3,035kg;Ananass;3035
TERRA DELYSSA Ekstra neitsioliiviõli sidruniga 250ml(mahe);Toiduõli;250
LUKAS Küpsised rosinatega Happy 2,3kg;Küpsis;2300
BEPCO B3 kast(tagastatav);!!!ÄRA SISESTA ANCsse!!!;1000
TERE Keefir 2,5% 1kg(kile);Keefir 2,5%;1000
TAPROBAN Söögisool jäme 1kg(kilepakk);Sool;1000
LEIBUR Kuldne Klassikaline röstsai 500g;Mitmeviljaröst;500
LEHTSALA Lahja mahedamaitseline majonees 18% 500g(kile);Majonees 40,5%;500
LEIBUR Saib 370g;SAIB;370
RANNAROOTSI s/k Rullsink kg;Sink (sea, keedu);1000
ESTOVER Pagari maitsestamata kohupiim 8% 5kg;Kohupiimakreem 7%;5000
KARNI Soolapeekon kg (ca 500g) v/p;Sealiha (keskmiselt);1000
NÕO Soolapeekon kg;Sealiha (keskmiselt);1000
LEHTSALA Lahja mahedamaitseline majonees 18% 500g;Majonees 40,5%;500
"Heeringafilee maits. 3,0 Kõrveküla;Heeringas (soolatud);3000
"Merevaik kukeseentega 18,5% 0,2 TPT";Sulatatud juust (keskmise rasvasusega);200
"Merevaik krevettidega 18,5% 200g";Sulatatud juust (keskmise rasvasusega);200
KALEV Šokolaadimedal 15g;Šokolaadimedal;15
VANAEMA KÖÖK Sealiha guljašš 1kg(külmut.);Sealiha (keskmiselt);1000
KROON Salatikurk tükeldatud 2,3kg (pet);Kurk (konserveeritud);2300
OTEPÄÄ LIHATÖÖSTUS Talu sink kg;Sink (sea, keedu);1000
MARJAMAA Pohlad 400g;Marjad (külmutatud);400
FROZANA Kevade köögiviljad 400g;Juurviljasegu (külmutatud, keskmiselt);400
E-PIIM Eesti või 82% 250g;Või 80%;250
Stl.146 16.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.169 18.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.211 22.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
KIRSS-KOBARTOMAT 500g Maroko 1,kl;Tomat;500
Stl.245 25.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.275 29.01.18;!!!ÄRA SISESTA ANCsse!!!;1000
LILLKAPSAS,Prantsusmaa;Lillkapsas;1000
Brokkoli , Hispaania;Brokkoli (külmutatud);1000
REDIS punane 1,0,Holland;Redis;1000
ÕIGE MUST vormileib 700gx9 viil;Leib (keskmiselt);1000
KALEV Vahvlikompvekid Ananassi 1kg;Kommid;1000
PJ Pirn Lucas kg;Pirn;1000
FELIX Remulaad salatikaste aedviljadega 30% 3kg(ämber);Majonees 40,5%;3000
FARMI Kilekast;!!!ÄRA SISESTA ANCsse!!!;1000
PUNANE SõSTAR PET;Mahlakonsentraat (keskmiselt);2000
JõHVIKAS PET;Mahlakonsentraat (keskmiselt);2000
VAARIKAS-PIPARMüNT PET;Mahlakonsentraat (keskmiselt);2000
MAASIKAS hibiskusega;Mahlakonsentraat (keskmiselt);2000
APRIKOOSImoos *;Moos (keskmiselt);3200
MAASIKA-KIRSImoos;Moos (keskmiselt);3200
Külmutatud MAASIKAD 2,5 kg pakk;Marjad (külmutatud);2500
KULDNE  täisterasepik 500g Leibur 7tk;Sepik;1000
ALMA joogijog.mango 900g;Joogijogurt 2,5%;900
Rohel.hernes Härmavili 400g-18c 20tk;Juurviljasegu (külmutatud, keskmiselt);400
PJ Hapukapsas porgandiga kg (~5kg);Hapukapsas;5000
LORADO Ananassitükid kerges siirupis 3,035kg(plekkpurk);Ananassi kompott;3035
NÕO Suitsutatud esikoot kg;Suitsusink (sealihast);1000
VESKI MATI Riisihelbed 4kg;Riisihelbed;4000
VALIO Hollandi leibjuust 27% 500g(viilud;laktoosivaba);Juust (keskmise rasvasusega);500
KATI Söögisool jäme 1kg;Sool;1000
Lõhefilee C-trim 0,9+kg n-ga Norra/real: 21.02.2018 ...0*C- + 4*C/EE T10;Lõhe/forell;1000
MEREVAIK Sulatatud juust 19% 370g (laktoosivaba);Sulatatud juust (keskmise rasvasusega);370
PJ Peakapsas kg;Valge peakapsas;1000
ABC Õuna-virsikunektar 1l;Aprikoosimehu;1000
TARTU MILL Kaerahelbed 500g;Kaerahelbed;500
Seakaelakarbonaad  külm. PL;Sealiha (keskmiselt);1000
ALMA Ploomi joogijog.1.5% 1kg kilep.;Joogijogurt 2,5%;1000
Hernes lihvitud kollane 1kg;Hernes (kuivatatud);1000
"Odrakruup 1,0 Tartu Mill";Odrakruup;1000
K/S seakoot SLPT;Suitsusink (sealihast);1000
Spordimüsli 2kg;Müsli;2000
VESKI MATI 8-viljahelbed kliidega 500g;Kaheksaviljahelbed;500
VESKI MATI Nisuhelbed 3kg;Nisuhelbed;3000
NORDIC Nisuhelbed 600g;Nisuhelbed;600
EESTI SAI Juusturullid 10x70g(külmut.);Juusturull;700
Stl.313 01.02.18;!!!ÄRA SISESTA ANCsse!!!;1000
ÕUN Golden 1kl.Ungari;Õun;1000
Stl.365 06.02.18;!!!ÄRA SISESTA ANCsse!!!;1000
ÕUN  *Braeburn * 90/+Saksamaa .1.kl;Õun;1000
Stl.390 08.02.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.430 12.02.18;!!!ÄRA SISESTA ANCsse!!!;1000
Maits.mahe grillvorst ca1,5kg MM;Poolsuitsuvorst;1000
Kuiv. Aprikoos 500g;Aprikoos;500
Kuiv.jõhvikad 200g;Jõhvikas;200
Kuivpärm 12gx2 Nordic Yeast;Pärm;24
Must ploom kuiv.500g;Kuivatatud puuviljad;500
Farmi jogurt maasika 150g;Topsijogurt;1000
KIKAS Broileri fileepall kg;Kananagitsad;1000
Aprikoos 200g kuiv. GAR2;Aprikoos;200
VALIO Hollandi leibjuust 27% 500g(viilud;laktoosivaba);Juust (keskmise rasvasusega);500
P.CORICELLI Ekstra neitsioliiviõli 500ml;Toiduõli;500
VICI Lõhemass 1kg(külmut.);Lõhe/forell;1000
LINNU TALU Kanamunad 10tk.L;Muna;10000
SM Kalamaitseaine tilliga 490g (pure);Maitseained (keskmiselt);490
MAGGI Universaalne maitseaine 75g;Maitseained (keskmiselt);75
VALIO plastkast;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.511 19.02.18;!!!ÄRA SISESTA ANCsse!!!;1000
ÕUN  *Paulared* 65+ ,Poola 1.kl;Õun;1000
Stl.537 21.02.18;!!!ÄRA SISESTA ANCsse!!!;1000
MUGULSIBUL punane, Holland;Sibul;1000
Stl.581 26.02.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.604 28.02.18;!!!ÄRA SISESTA ANCsse!!!;1000
PEET  kooritud keedetud 3kg,Sagro;Punane peet;3000
COPPENRATH & WIESE Tort Black & White 1,550kg(külmut.);Tort;1550
KALEV Klassikalised küpsised 1kg(kaalu);Küpsis;1000
FOOD INDEX Kirsikompott kivideta 4,2kg(klaas);Kompott;4200
SM Küpsetuspulber 700g (pure);Küpsetuspulber;700
SALVEST Kõrvitsasalat 3,1kg;Kõrvits (marineeritud);3100
VESKI MATI Täistera riivleib 350g;Riivleib;350
OHO Hommikusöök nisu meega 500g;Teraviljahelbed;500
BEPCO B2 plastkast;!!!ÄRA SISESTA ANCsse!!!;1000
FAZER plastkast;!!!ÄRA SISESTA ANCsse!!!;1000
Lõhefilee C-trim 0,9+kg n-ga Norra/real: 14.03.2018 ...0*C- + 4*C/EE T10;Lõhe/forell;1000
Rosin 200g;Rosinad;200
ALMA Rõõsk koor 10% 1l(pure);Vahukoor 35%;1000
SAFIR Broileri kintsuliha kg(külmut.);Broilerifilee;1000
LEIBUR Köögiviljaröst 350g;Mitmeviljaröst;350
KROON Salatikurk 2,3kg(viilutatud) (pet);Kurk (konserveeritud);2300
FAZER Finest tatrasepik 300g;Sepik;1000
MONTEY Tuunikala tükid õlis 1kg(vaakum);Tuunikala;1000
STRAUBINGER Marineeritud peediviilud 4kg;Punane peet;4000
ALMA Vaarika-kirsi joogijogurt 1,5% 1kg(kiles);Joogijogurt 2,5%;1000
Sea kaelakarbonaad kg(külmut.Hispaania);Sealiha (keskmiselt);1000
SLOWIANKA ARLETKI Küpsised moosiga 1,4 kg;Küpsis;1400
VALIO Sulatatud juust Kaval Ants 370g;Sulatatud juust (keskmise rasvasusega);370
Must pipar jahvatatud 800g;Maitseained (keskmiselt);800
Tomatikkuubikud 2,5-18c;Tomat;2500
Lõhesabad n.-ta 15kg. Norra/real.31.03.2019...-18*C;Lõhe/forell;1000
Stl.672 06.03.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.695 07.03.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.753 12.03.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.784 14.03.18;!!!ÄRA SISESTA ANCsse!!!;1000
DÄRIO/LAPERLA Troopiline puuviljakokteil kerges siirupis 3kg;Kompott;3000
LAIMA  Vaniljemaitselised vahvlid 3kg;Vahvel;3000
START Šokolaadimüsli banaanide ja meega 330g;Müsli;330
START Šokolaadimüsli meega 375g;Müsli;375
START Puuviljamüsli meega 375g;Müsli;375
VESKI MATI Riisijahu 1kg;Riisijahu;1000
Farmi jogurt virsiku 150g;Topsijogurt;1000
Maasikad 1kg Culti -18c;Marjad (külmutatud);1000
"Merevaik kukeseentega 18,5% 0,2 TPT"(12tk);Sulatatud juust (keskmise rasvasusega);200
PÕLTSAMAA Aprikoosimoos 3kg;Moos (keskmiselt);3000
PÕLTSAMAA Vaarikamoos 5,7kg;Moos (keskmiselt);5700
SOIGNON Toorjuust kitsepiimast 150g(määrdejuust);Sulatatud juust (keskmise rasvasusega);150
SYNNOVE Mascarpone kreemjuust 500g;Toorjuust (maitsestamata);500
LEIBUR Röst mitmevilja 470g(viil);Mitmeviljaröst;470
ABBA Caviar must merivarblasemari 80g;Kalakonserv (sardiinid õlis);80
ABBA Caviar punane merivarblasemari 80g;Kalakonserv (sardiinid õlis);80
PJ Tüümian potis Grüne Fee;Maitseroheline;100
MARMITON Marmelaad Kuubikud 150g;Kommid;150
KALEV Küpsetusšokolaad valge 200g;Kommid;200
MARKOMILK Kondenspiim suhkruga 1kg;Kondentspiim;1000
LORADO Poolikud virsikud kerges siirupis 820g;Kompott;820
FOXI Hommikusöögihelbed Kolm sõpra 500g;Teraviljahelbed;500
EESTI PAGAR Kanepiseemne leib rukkiteradega 500g;Teraleib;500
KRISKAL Meremari must 113g;Kalakonserv (sardiinid õlis);113
VICI Krevetid soolvees 100/200g;Krevetid (külmutatud);200
LACTIMA Sulatatud juustu portsjonite mix (4 maitset) 140g;Sulatatud juust (keskmise rasvasusega);140
Stl.831 19.03.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.876 22.03.18;!!!ÄRA SISESTA ANCsse!!!;1000
BANAAN,Ecuador;Banaan;1000
NUIKAPSAS ,Hispaania;Nuikapsas;1000
Stl.939 27.03.18;!!!ÄRA SISESTA ANCsse!!!;1000
KAPSAS PUNANE Eesti;Punane Peakapsas;1000
PETERSELL potis, Eesti;Maitseroheline;100
PJ Kurk pikk kiles kg;Kurk;1000
ARDO Mais 2,5kg;Mais (konserveeritud);2500
ARDO Porgandikuubikud (10x10x10) 2,5kg;Porgand;2500
ARDO Suhkruherned 2,5kg;Hernes (külmutatud);2500
LORETO Mustad kivideta oliivid 340g;Oliivid (mustad konserveeritud);340
DITTMANN Mustad oliivid kuivmarinaadis 230g(klaas);Oliivid (mustad konserveeritud);230
DITTMANN Rohelised kivideta oliivid kuivmarin. ürtidega 170g;Oliivid (mustad konserveeritud);170
FROZANA Kirsid kivideta 2,5kg;Kirss;2500
PJ Lehtpetersell pakitud kg;Maitseroheline;1000
PJ Salat Frillice kiles Grüne Fee;Lehtsalat;100
EESTI PAGAR Pagariröst täistera 430g;Mitmeviljaröst;430
LEIBUR plastkast;!!!ÄRA SISESTA ANCsse!!!;1000
RANNAMÕISA Broilerimaks kg;Broilerifilee;1000
MAŠA JA MEDVED Banaani-maasikanektar 2dl;Aprikoosimehu;200
MAŠA JA MEDVED Virsiku-õunanektar 2dl;Aprikoosimehu;200
VÄIKE VÄÄNIK Präänik mee 250g;Präänik;250
LEPIKU Kodune hakkliha 1kg;Hakkliha (sea-veise);1000
E-PIIM Eesti riivjuust 23% 2kg;Juust (keskmise rasvasusega);2000
OHO Hommikusöök riis šokolaadiga 500g;Teraviljahelbed;500
KRISKAL Meremari punane 113g;Kalakonserv (sardiinid õlis);113
LORADO Poolikud virsikud kerges siirupis 2,5kg;Virsikukonserv;2500
ELDORADO Mustad kivideta oliivid 230g;Oliivid (mustad konserveeritud);230
AMALTHIA Kreeka rohelised kivideta oliivid 350g;Oliivid (mustad konserveeritud);350
FILOS Kreeka rohelised kivideta oliivid 200g(mahetoode);Oliivid (mustad konserveeritud);200
POLSKI CUKIER Suhkur 1kg;Suhkur;1000
"Merevaik nat.18,5% 200g" (12tk);Sulatatud juust (keskmise rasvasusega);200
Alma Kodujuust 4%  5kg  ämber;Kodujuust 4%;5000
"Kalev klassikalised küpsised 1,0kg";Küpsis;1000
Oliivid roh.kivita 300/110g ES;Oliivid (mustad konserveeritud);300
Sibul röstitud 300g;Sibul;300
Terve Vaarikas 95/5 Extra 2,5kg x 4 (marjaveski);Marjad (külmutatud);2500
Stl.1036 04.04.18;!!!ÄRA SISESTA ANCsse!!!;1000
Stl.1105 09.04.18;!!!ÄRA SISESTA ANCsse!!!;1000
ÕUN Golden 70+ 1kl.Saksamaa;Õun;1000
Stl.1119 10.04.18;!!!ÄRA SISESTA ANCsse!!!;1000
MAASIKAS ,Hispaania;Maasikas;1000
SALAT, Frillis 80.g pk ,Eesti,1.kl;Lehtsalat;80
ROSMARIIN karp 50g Itaalia;Maitseroheline;50
Stl.1151 12.04.18;!!!ÄRA SISESTA ANCsse!!!;1000
PIRN *Conference" 55+, 1.kl ,Holland;Pirn;1000
Köögi toorjuust 400g Farmi;Toorjuust (maitsestamata);400
Atleet riivjuust 1kg;Juust (keskmise rasvasusega);1000
LINNU TALU Kanamunad 10tk. M;Muna;10000
VR.Tallinna kilufileed 100g;Vürtsikilu;100
Maisimanna 900g Haljas;Maisimanna;900
SALLISELTA Kaneel jahvatatud 350g(plastpurk);Kaneel;350
SALLISELTA Vanillisuhkur 500g(plastpurk);Vaniljesuhkur;500
PJ Peakapsas varajane kg;Valge peakapsas;1000
KATI Kaerahelbed 500g (jämedad);Kaerahelbed;500
PJ Sibul roheline kile kg;Roheline sibul;1000
FROZANA Paprika lõigud 2,5kg(3 värvi);Paprika;2500
